"Trait","Trait.short","N","Nz","Prev","MS.Mdl","VE_ID","CI_ID","MS.CI_ID","LogL_ID","Pv_ID","FDR_ID","SW_PV_ID","SW_FDR_ID","VE_COHOUSING.ID_DMP","CI_COHOUSING.ID_DMP","MS.CI_COHOUSING.ID_DMP","LogL_COHOUSING.ID_DMP","Pv_COHOUSING.ID_DMP","FDR_COHOUSING.ID_DMP","SW_PV_COHOUSING.ID_DMP","SW_FDR_COHOUSING.ID_DMP","VE_famID","CI_famID","MS.CI_famID","LogL_famID","Pv_famID","FDR_famID","SW_PV_famID","SW_FDR_famID","VE_Residual","CI_Residual","MS.CI_Residual","LogL_Residual","Est_Age","SE_Age","P.Chisq_Age","Est_Sex","SE_Sex","P.Chisq_Sex","Est_META.DNA.postclean.reads","SE_META.DNA.postclean.reads","P.Chisq_META.DNA.postclean.reads","Est_META.POOP.Freq","SE_META.POOP.Freq","P.Chisq_META.POOP.Freq"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae","f__Prevotellaceae",3571,1219,85.15,"full.model",0.064522382,"0-0.21","0-0.21",-10814.11416,0.403417032,1,0.101143968871595,1,0.188027224,"0.12-0.26","0.12-0.26",-10827.45087,1.68e-07,3.5448e-05,0,0,0.030997282,"0-0.09","0-0.09",-10814.38981,0.263664015,1,0.0152568093385214,1,0.716453112,"0.58-0.81","0.58-0.81",-10813.7651,-0.003060444,0.005309892,0.564367435,1.252163197,0.159006455,3.41e-15,0.215466274,0.566931408,0.703903073,0.241421334,0.147959696,0.102749115
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae","f__Ruminococcaceae",3571,0,100,"no.cohousing",0.070077203,NA,"0-0.22",-4052.034813,0.416589482,1,0.0874785992217899,1,0.026248927,NA,NA,-4051.919583,0.512255444,1,0.117186770428016,1,0.055777816,NA,"0-0.09",-4053.299423,0.074129107,1,0.000408560311284047,0.0968287937743191,0.847896054,NA,"0.76-0.97",-4051.704854,0.003914849,0.000773687,4.19e-07,-0.090019044,0.024876575,0.00029617,0.030401386,0.085572038,0.722385509,-0.155505476,0.022296329,3.07e-12
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae","f__Streptococcaceae",3571,4559,44.45,"full.model",0.062496601,"0-0.22","0-0.22",-10420.51509,0.430815668,1,0.106311284046693,1,0.089849554,"0.02-0.16","0.02-0.16",-10423.21914,0.014075028,1,0.00088715953307393,0.117105058365759,0.021270142,"0-0.08","0-0.08",-10420.51075,0.434059309,1,0.0489299610894942,1,0.826383702,"0.68-1.00","0.68-1.00",-10420.20478,0.023677524,0.00464399,3.42e-07,-0.500046449,0.14682862,0.000660075,0.583825963,0.509203051,0.251568297,0.054363794,0.13267701,0.681992722
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus","g__Streptococcus",3571,4653,43.3,"full.model",0.061337776,"0-0.21","0-0.21",-10403.49571,0.440374668,1,0.109486381322957,1,0.080282653,"0.01-0.15","0.01-0.15",-10405.61459,0.02791908,1,0.00208171206225681,0.249805447470817,0.018442192,"0-0.07","0-0.07",-10403.43242,0.493577436,1,0.065863813229572,1,0.83993738,"0.7-0.93","0.7-0.93",-10403.19806,0.022317513,0.004608198,1.28e-06,-0.435941182,0.146605219,0.002943553,0.688383195,0.506788431,0.174360706,0.073046176,0.132030632,0.580091048
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum","s__Bifidobacterium_pseudocatenulatum",3571,7508,8.52,"full.model",0.054594492,"0-0.19","0-0.19",-8318.195102,0.447247941,1,0.128517509727626,1,0.198685755,"0.13-0.26","0.13-0.26",-8334.731151,6.6e-09,1.452e-06,0,0,0.006446374,"0-0.05","0-0.05",-8317.950877,0.76523918,1,0.190739299610895,1,0.740273378,"0.63-0.81","0.63-0.81",-8317.906294,-0.013881036,0.002633784,1.36e-07,-0.057594577,0.079346595,0.467924157,0.235499672,0.281958561,0.403589372,0.11993935,0.073549218,0.10294606
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio","g__Desulfovibrio",3571,4882,40.51,"full.model",0.058760681,"0-0.25","0-0.25",-11187.71823,0.448842185,1,0.116280155642023,1,0.206470404,"0.13-0.28","0.13-0.28",-11202.64142,3.48e-08,7.5864e-06,0,0,0.046821363,"0-0.11","0-0.11",-11188.70224,0.110882458,1,0.00157976653696498,0.358607003891051,0.687947552,"0.55-0.78","0.55-0.78",-11187.43144,0.045097098,0.005931656,2.9e-14,0.582593482,0.174719453,0.000854679,0.800465569,0.628279341,0.202642158,-0.711572112,0.164097962,1.45e-05
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae","f__Micrococcaceae",3571,6144,25.14,"full.model",0.056368286,"0-0.2","0-0.2",-9528.044459,0.449323784,1,0.123151750972763,1,0.063923133,"0-0.13","0-0.13",-9529.344351,0.074904163,1,0.00863424124513619,0.9065953307393,0.044457818,"0-0.1","0-0.1",-9529.207464,0.088669277,1,0.00226848249027237,0.505871595330739,0.835250763,"0.7-0.92","0.7-0.92",-9527.75828,0.008214527,0.003609577,0.022860459,-0.462728488,0.114479621,5.3e-05,1.676363397,0.396606313,2.37e-05,-0.214187822,0.103348709,0.038220979
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae.g__Rothia","g__Rothia",3571,6144,25.14,"full.model",0.055816105,"0-0.2","0-0.2",-9527.373819,0.45487992,1,0.124782101167315,1,0.0632056,"0-0.13","0-0.13",-9528.636542,0.079070235,1,0.00907782101167315,0.935015564202335,0.045113579,"0-0.1","0-0.1",-9528.578797,0.084904718,1,0.00206614785992218,0.46488326848249,0.835864716,"0.7-0.92","0.7-0.92",-9527.094587,0.008266043,0.003608633,0.021984836,-0.462302094,0.114461127,5.37e-05,1.673885851,0.396531071,2.43e-05,-0.214113822,0.103329238,0.038251327
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__Parabacteroides_distasonis","s__Parabacteroides_distasonis",3571,1593,80.59,"full.model",0.052845965,"0-0.2","0-0.2",-10317.89674,0.470462407,1,0.133731517509728,1,0.188184606,"0.12-0.26","0.12-0.26",-10330.72254,3.12e-07,6.552e-05,0,0,0.097219776,"0.04-0.16","0.04-0.16",-10322.77963,0.001339946,0.339006338,0,0,0.661749653,"0.54-0.75","0.54-0.75",-10317.6363,0.004414712,0.004664072,0.343875218,0.318377079,0.135605926,0.018884103,0.459157061,0.491161564,0.349871199,0.056261231,0.128396523,0.661253307
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA","s__Lachnospiraceae_bacterium_1_1_57FAA",3571,6824,16.85,"no.family.ID",0.046533281,NA,"0-0.17",-9231.655221,0.47619605,1,0.15452140077821,1,0.052837357,NA,"0-0.11",-9232.874106,0.086126008,1,0.0204124513618677,1,3.18e-10,NA,NA,-9231.40144,1,1,0.35624513618677,1,0.900629362,NA,"0.78-0.99",-9231.40144,0.005698267,0.003279322,0.082275012,-0.268684834,0.1068036,0.011879935,0.476455999,0.364743446,0.191458353,-0.136240211,0.094983497,0.151470512
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila.s__Bilophila_wadsworthia","s__Bilophila_wadsworthia",3571,2285,72.16,"no.family.ID",0.056333825,NA,"0-0.2",-10259.22277,0.485323863,1,0.123233463035019,1,0.18102594,NA,"0.13-0.25",-10269.74113,3.5e-06,0.000714,0,0,0.012132758,NA,NA,-10259.06767,0.674236099,1,0.118622568093385,1,0.750507478,NA,"0.61-0.84",-10258.97933,-0.038196545,0.004523574,3.07e-17,-0.495662758,0.137144398,0.000301315,0.572279816,0.485838313,0.238827557,-0.309804601,0.126712447,0.014487538
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium","g__Clostridium",3571,4202,48.8,"full.model",0.055712078,"0-0.21","0-0.21",-10510.85913,0.485431128,1,0.125136186770428,1,0.036818059,"0-0.11","0-0.11",-10511.16531,0.294484532,1,0.0628988326848249,1,0.044212313,"0-0.1","0-0.1",-10512.21446,0.073760225,1,0.00232684824902724,0.516560311284047,0.863257549,"0.72-0.95","0.72-0.95",-10510.61581,-0.005067067,0.004720524,0.283086318,-1.07387334,0.151834129,1.52e-12,1.284496951,0.522235176,0.013908652,-0.059479751,0.136057336,0.661990378
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus.s__Anaerotruncus_colihominis","s__Anaerotruncus_colihominis",3571,7151,12.87,"full.model",0.05184397,"0-0.2","0-0.2",-8434.857314,0.499663843,1,0.137066147859922,1,0.078199221,"0.01-0.15","0.01-0.15",-8436.997205,0.029547409,1,0.00247470817120623,0.294490272373541,0.021423251,"0-0.08","0-0.08",-8434.985731,0.398620069,1,0.0481517509727626,1,0.848533558,"0.72-0.93","0.72-0.93",-8434.629489,-0.010574277,0.002654431,6.79e-05,-0.502810988,0.08446079,2.63e-09,1.04614551,0.292015346,0.000340319,0.033325661,0.07607629,0.66134582
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Coriobacteriales.f__Coriobacteriaceae.g__Gordonibacter.s__Gordonibacter_pamelaeae","s__Gordonibacter_pamelaeae",3571,6967,15.11,"full.model",0.051001825,"0-0.18","0-0.18",-8745.199437,0.51551247,1,0.139661478599222,1,0.083309361,"0.01-0.14","0.01-0.14",-8747.633197,0.021443496,1,0.0016147859922179,0.199750972762646,0.000820474,"0-0.06","0-0.06",-8744.988404,0.977494626,1,0.284132295719844,1,0.86486834,"0.75-0.94","0.75-0.94",-8744.988006,-0.017652368,0.002886031,9.57e-10,-0.615087645,0.092466261,2.89e-11,0.994457632,0.318434596,0.001790437,-0.017354659,0.082937675,0.834253545
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Coriobacteriales.f__Coriobacteriaceae.g__Gordonibacter","g__Gordonibacter",3571,6967,15.11,"full.model",0.050534986,"0-0.18","0-0.18",-8741.731454,0.519496564,1,0.141147859922179,1,0.08313731,"0.01-0.14","0.01-0.14",-8744.158205,0.021716048,1,0.00163035019455253,0.199750972762646,0.001157364,"0-0.06","0-0.06",-8741.524795,0.968361889,1,0.27795719844358,1,0.86517034,"0.75-0.95","0.75-0.95",-8741.524008,-0.017647843,0.002883258,9.31e-10,-0.61439329,0.09237329,2.91e-11,0.991907857,0.318127025,0.001821065,-0.018377016,0.082857689,0.824477277
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae","f__Clostridiaceae",3571,4147,49.47,"full.model",0.04898531,"0-0.2","0-0.2",-10516.54469,0.538433701,1,0.146237354085603,1,0.046350552,"0-0.11","0-0.11",-10517.22856,0.186357394,1,0.0325603112840467,1,0.040214882,"0-0.09","0-0.09",-10517.7224,0.098240978,1,0.00422178988326848,0.916128404669261,0.864449256,"0.72-0.95","0.72-0.95",-10516.35547,-0.005945217,0.00473436,0.209203247,-1.067193848,0.151853369,2.1e-12,1.324400666,0.523088434,0.011345063,-0.073573661,0.136278453,0.589281566
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Odoribacter","g__Odoribacter",3571,980,88.06,"no.family.ID",0.041773247,NA,"0-0.18",-9887.570531,0.541347474,1,0.171486381322957,1,0.047679599,NA,"0-0.11",-9888.411182,0.151771929,1,0.0296887159533074,1,0,NA,NA,-9887.384007,1,1,1,1,0.910547154,NA,"0.78-1.00",-9887.384007,-0.016212581,0.003933898,3.77e-05,-0.041900007,0.128503747,0.744378514,0.770594419,0.438230162,0.078675399,-0.178498088,0.114117114,0.117778633
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_salyersiae","s__Bacteroides_salyersiae",3571,6695,18.42,"full.model",0.039490566,"0-0.17","0-0.17",-10011.50283,0.565303401,1,0.179665369649805,1,0.29768075,"0.23-0.37","0.23-0.37",-10046.55253,4.77e-17,1.18773e-14,0,0,0.060335454,"0-0.12","0-0.12",-10013.44751,0.039950883,1,0.000214007782101167,0.0517898832684825,0.60249323,"0.49-0.67","0.49-0.67",-10011.33752,-0.008188533,0.004347369,0.059624414,0.163986557,0.121280091,0.176333447,0.253965451,0.44782331,0.570638883,0.042378297,0.117300322,0.717889912
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Coprobacter","g__Coprobacter",3571,4236,48.39,"full.model",0.036711838,"0-0.17","0-0.17",-10420.99024,0.581108039,1,0.190186770428016,1,0.110431928,"0.05-0.17","0.05-0.17",-10426.86768,0.000515336,0.089153128,0.000194552529182879,0.0311284046692607,0,"0-0.03","0-0.03",-10420.83801,1,1,1,1,0.852856233,"0.73-0.93","0.73-0.93",-10420.83801,0.002162013,0.004641735,0.641375249,0.044716307,0.14681836,0.760694505,0.41304113,0.509092161,0.417176878,0.029533496,0.132610934,0.823762892
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Coprobacter.s__Coprobacter_fastidiosus","s__Coprobacter_fastidiosus",3571,4236,48.39,"no.family.ID",0.036393848,NA,"0-0.17",-10425.01419,0.584336061,1,0.191307392996109,1,0.110172457,NA,"0.05-0.17",-10430.86553,0.000531449,0.091409228,0.000198443579766537,0.0315525291828794,1.62e-10,NA,NA,-10424.86455,1,1,0.371649805447471,1,0.853433695,NA,"0.73-0.93",-10424.86455,0.002152456,0.0046466,0.643197659,0.045233936,0.146994042,0.758290586,0.411221643,0.509665848,0.419755449,0.031492053,0.132759874,0.812493393
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Oscillospiraceae","f__Oscillospiraceae",3571,24,99.71,"full.model",0.047384964,"0-0.24","0-0.24",-6107.234752,0.591774873,1,0.151587548638132,1,0.150443365,"0.08-0.22","0.08-0.22",-6115.315508,5e-05,0.0094,1.94552529182879e-05,0.00375486381322957,0.035875432,"0-0.09","0-0.09",-6108.171887,0.141474137,1,0.00775097276264591,1,0.766296238,"0.61-0.85","0.61-0.85",-6107.090961,0.005422075,0.001410542,0.000121061,-0.098246868,0.042981388,0.022265947,0.411368227,0.151957536,0.006786845,-0.049317932,0.039632285,0.213356863
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Oscillospiraceae.g__Oscillibacter","g__Oscillibacter",3571,24,99.71,"full.model",0.047368566,"0-0.22","0-0.22",-6107.234745,0.591775138,1,0.151645914396887,1,0.15042065,"0.08-0.22","0.08-0.22",-6115.315501,5e-05,0.0094,1.94552529182879e-05,0.00375486381322957,0.035881065,"0-0.09","0-0.09",-6108.17188,0.141474206,1,0.00775097276264591,1,0.766329719,"0.61-0.85","0.61-0.85",-6107.090954,0.005422075,0.001410535,0.000121053,-0.098245774,0.042981607,0.022268117,0.411374431,0.151957626,0.006786043,-0.049318798,0.039632295,0.213348946
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__Parabacteroides_unclassified","s__Parabacteroides_unclassified",3571,4089,50.18,"full.model",0.039950772,"0-0.19","0-0.19",-11385.67834,0.605631183,1,0.178007782101167,1,0.119450382,"0.05-0.19","0.05-0.19",-11391.24209,0.000736783,0.12525311,8.94941634241245e-05,0.0152140077821012,0.024865125,"0-0.08","0-0.08",-11386.02138,0.329043983,1,0.0323618677042802,1,0.81573372,"0.68-0.89","0.68-0.89",-11385.54505,0.026275512,0.006127432,1.8e-05,-0.344152115,0.190691312,0.071112195,-1.049755515,0.666980601,0.115512391,0.222110841,0.173834374,0.201349826
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_vulgatus","s__Bacteroides_vulgatus",3571,325,96.04,"full.model",0.038072507,"0-0.19","0-0.19",-8917.552195,0.629357593,1,0.185046692607004,1,0.121874435,"0.05-0.19","0.05-0.19",-8922.758977,0.001102796,0.185269728,8.17120622568093e-05,0.0142996108949416,0.039036133,"0-0.1","0-0.1",-8918.553823,0.134812746,1,0.00492996108949416,1,0.801016925,"0.66-0.88","0.66-0.88",-8917.435728,-0.006546185,0.003079594,0.033531151,0.201981313,0.095114983,0.033707886,-0.181315218,0.334059334,0.587292639,0.151161854,0.087091318,0.082622067
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_bifidum","s__Bifidobacterium_bifidum",3571,6021,26.64,"full.model",0.033115451,"0-0.17","0-0.17",-10715.77971,0.631082575,1,0.204762645914397,1,0.04554158,"0-0.11","0-0.11",-10716.47121,0.203989148,1,0.0345486381322957,1,0.107543229,"0.05-0.16","0.05-0.16",-10723.6082,6.72e-05,0.0172704,0,0,0.81379974,"0.7-0.88","0.7-0.88",-10715.66442,-0.051490548,0.005061448,2.61e-24,-0.106073275,0.157816757,0.501501349,-0.475754819,0.552353545,0.389060165,-0.274479808,0.144027782,0.056683675
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Oscillospiraceae.g__Oscillibacter.s__Oscillibacter_unclassified","s__Oscillibacter_unclassified",3571,24,99.71,"full.model",0.041168572,"0-0.21","0-0.21",-6110.988711,0.641973804,1,0.173575875486381,1,0.148886237,"0.08-0.22","0.08-0.22",-6118.932481,6e-05,0.01116,1.94552529182879e-05,0.00375486381322957,0.036020196,"0-0.09","0-0.09",-6111.979672,0.138181749,1,0.00759922178988327,1,0.773924994,"0.62-0.85","0.62-0.85",-6110.880626,0.005532819,0.001411346,8.85e-05,-0.093804086,0.043045489,0.029317926,0.413813907,0.152126175,0.006524207,-0.048469324,0.039674017,0.221825132
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia","g__Adlercreutzia",3571,4508,45.07,"full.model",0.032829971,"0-0.18","0-0.18",-10231.96238,0.667655462,1,0.205937743190661,1,0.093381954,"0.02-0.17","0.02-0.17",-10235.11116,0.010897721,1,0.000688715953307393,0.0950428015564202,0.033807241,"0-0.09","0-0.09",-10232.5816,0.232941292,1,0.0103229571984436,1,0.839980833,"0.7-0.91","0.7-0.91",-10231.8702,-0.009253341,0.004414633,0.036076763,-0.937559894,0.138712748,1.39e-11,1.740135145,0.482962147,0.000314509,-0.362828079,0.125853965,0.003939959
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia.s__Adlercreutzia_equolifaciens","s__Adlercreutzia_equolifaciens",3571,4508,45.07,"full.model",0.03278783,"0-0.18","0-0.18",-10235.26504,0.668146713,1,0.206108949416342,1,0.09302398,"0.02-0.17","0.02-0.17",-10238.38973,0.011200862,1,0.000704280155642023,0.0964863813229572,0.033830963,"0-0.09","0-0.09",-10235.88612,0.232427761,1,0.010284046692607,1,0.840357228,"0.7-0.91","0.7-0.91",-10235.17315,-0.009285844,0.004418345,0.035583368,-0.937693324,0.138853704,1.45e-11,1.743049563,0.48341058,0.000311273,-0.360904004,0.125970397,0.004170216
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_clarus","s__Bacteroides_clarus",3571,6336,22.8,"full.model",0.030700049,"0-0.17","0-0.17",-10221.37939,0.669811186,1,0.214856031128405,1,0.246686494,"0.19-0.3","0.19-0.3",-10245.78679,2.56e-12,6.1184e-10,0,0,0,"0-0.04","0-0.04",-10221.28848,0.999977582,1,1,1,0.722613457,"0.59-0.79","0.59-0.79",-10221.28848,0.016797577,0.004525421,0.000205769,0.054079286,0.133495529,0.685402647,-0.235322516,0.479405429,0.623523157,0.17415408,0.12512415,0.163967747
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Odoribacter.s__Odoribacter_unclassified","s__Odoribacter_unclassified",3571,7249,11.67,"full.model",0.025911034,"0-0.15","0-0.15",-8999.610737,0.672366135,1,0.235342412451362,1,0.005455353,"0-0.07","0-0.07",-8999.537026,0.859295587,1,0.307334630350195,1,0,"0-0.03","0-0.03",-8999.521313,0.999979868,1,1,1,0.968633614,"0.85-1.00","0.85-1.00",-8999.521313,0.01101466,0.003027556,0.000274618,-0.141142779,0.101242443,0.163285352,-1.035003373,0.341268283,0.002422845,-0.037580583,0.088865948,0.672375003
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_putredinis","s__Alistipes_putredinis",3571,158,98.07,"no.family.ID",0.029642129,NA,"0-0.17",-8611.253387,0.682579406,1,0.219225680933852,1,0.134634176,NA,"0.07-0.19",-8618.033869,0.000211258,0.037815182,3.11284046692607e-05,0.00578988326848249,3.2e-09,NA,NA,-8611.169769,1,1,0.321066147859922,1,0.835723692,NA,"0.7-0.91",-8611.169769,-0.00871205,0.002812033,0.001947442,-0.201236172,0.08787429,0.022018646,0.788063552,0.30662403,0.010166042,-0.39545024,0.079886042,7.41e-07
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__Ruminococcus_lactaris","s__Ruminococcus_lactaris",3571,3847,53.13,"no.family.ID",0.027883475,NA,"0-0.16",-10738.4593,0.683405184,1,0.22663813229572,1,0.102428474,NA,"0.04-0.16",-10742.53735,0.003915904,0.595217408,0.000385214007782101,0.0562412451361868,0,NA,NA,-10738.37615,0.999916354,1,1,1,0.869688051,NA,"0.75-0.94",-10738.37615,0.002717285,0.005060934,0.591327124,-0.307105678,0.160808267,0.056163735,1.417052135,0.556406155,0.010871743,-0.138779922,0.144920176,0.338249319
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia","g__Blautia",3571,1184,85.57,"no.family.ID",0.022426037,NA,"0-0.14",-9610.24846,0.717225848,1,0.251221789883268,1,0.025157852,NA,"0-0.08",-9610.552143,0.390131073,1,0.124241245136187,1,1.34e-09,NA,NA,-9610.182877,1,1,0.331673151750973,1,0.952416109,NA,"0.85-1.00",-9610.182877,0.00360424,0.003612215,0.318380227,-0.607921164,0.119553642,3.68e-07,0.807604469,0.405174305,0.046236567,0.000921747,0.105502138,0.993029164
"k__Bacteria.p__Firmicutes","p__Firmicutes",3571,0,100,"full.model",0.025949221,"0-0.18","0-0.18",-3112.010879,0.732465785,1,0.235175097276265,1,0.005773824,"0-0.08","0-0.08",-3111.96585,0.869957599,1,0.303715953307393,1,0.056851258,"0.01-0.1","0.01-0.1",-3114.297886,0.03032323,1,0.000342412451361868,0.0821789883268483,0.911425697,"0.78-1.00","0.78-1.00",-3111.952449,0.005234182,0.000590262,7.48e-19,-0.047129835,0.019215255,0.014177665,-0.018589267,0.065745944,0.777373132,-0.097024183,0.017127475,1.47e-08
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces","g__Actinomyces",3571,7684,6.37,"H2.only",0.018814788,NA,"0-0.13",-7388.406199,0.733638343,1,0.26768093385214,1,0,NA,NA,-7388.3483,1,1,1,1,0,NA,NA,-7388.3483,0.999990079,1,1,1,0.981185212,NA,"0.88-1.00",-7388.3483,0.003494088,0.001923886,0.069345581,-0.224288772,0.064558719,0.000512412,-0.066692139,0.217275218,0.758883144,-0.124668357,0.056578772,0.027563219
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae","f__Actinomycetaceae",3571,7682,6.4,"no.cohousing",0.015328533,NA,"0-0.13",-7401.508008,0.781029368,1,0.284280155642023,1,1.79e-09,NA,NA,-7401.469372,1,1,0.405400778210117,1,0,NA,"0-0.02",-7401.469372,1,1,1,1,0.984671465,NA,"0.88-1.00",-7401.469372,0.003665653,0.001930414,0.057578373,-0.223617507,0.064794526,0.000558143,-0.073281281,0.218063713,0.736829808,-0.131749253,0.056783829,0.02033062
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Odoribacter.s__Odoribacter_splanchnicus","s__Odoribacter_splanchnicus",3571,1948,76.26,"full.model",0.016788448,"0-0.14","0-0.14",-10866.21575,0.796854164,1,0.277459143968872,1,0.076574963,"0.01-0.13","0.01-0.13",-10868.48941,0.031719628,1,0.00292996108949416,0.342805447470817,0,"0-0.05","0-0.05",-10866.18262,1,1,1,1,0.906636589,"0.78-0.94","0.78-0.94",-10866.18262,-0.028458582,0.005206898,4.61e-08,0.10756834,0.16778154,0.521443795,1.5962593,0.576541884,0.005628409,-0.068924463,0.150134616,0.646173543
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_unclassified","s__Roseburia_unclassified",3571,5101,37.85,"full.model",0.02017433,"0-0.17","0-0.17",-10804.67135,0.798948475,1,0.261389105058366,1,0.02034163,"0-0.09","0-0.09",-10804.80057,0.569622654,1,0.159649805447471,1,0.012073206,"0-0.06","0-0.06",-10804.74402,0.646597099,1,0.119264591439689,1,0.947410834,"0.81-1.00","0.81-1.00",-10804.63891,-0.000750909,0.005055198,0.881915086,-0.105950212,0.166792223,0.525283155,-1.33010442,0.566351734,0.018846753,-0.15615231,0.147482033,0.289696022
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae","f__Lachnospiraceae",3571,3,99.96,"no.cohousing",0.018245255,NA,"0-0.16",-5500.128514,0.807747886,1,0.270420233463035,1,2.97e-10,NA,NA,-5500.098908,1,1,0.437322957198444,1,0.036831394,NA,"0-0.07",-5501.17574,0.142230236,1,0.00679766536964981,1,0.944923351,NA,"0.84-0.99",-5500.098908,0.012910746,0.001144596,1.65e-29,-0.062180331,0.037736342,0.099402496,-0.154218087,0.128257788,0.229205804,-0.053585179,0.03340551,0.108695964
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Holdemania.s__Holdemania_unclassified","s__Holdemania_unclassified",3571,5624,31.47,"full.model",0.012617594,"0-0.17","0-0.17",-9452.561235,0.873196935,1,0.297373540856031,1,0,"0-0.05","0-0.05",-9452.548499,1,1,1,1,0.054819276,"0.01-0.09","0.01-0.09",-9455.310504,0.018757231,1,0.000447470817120623,0.104708171206226,0.93256313,"0.8-0.96","0.8-0.96",-9452.548499,-0.001067195,0.003474925,0.758757209,-0.216409162,0.113657094,0.056903247,1.629671335,0.388063566,2.68e-05,0.194665963,0.101088531,0.054142116
