"Taxon_Shortname","LBL","CI_ID_low","CI_ID_high","Var.Exp","Var.Exp.NR"
"TRNA.CHARGING.PWY..tRNA.charging","*",0,0.25,"Environment",0.821673910228572
"PWY0.321..phenylacetate.degradation.I..aerobic.","*",0,0.26,"Environment",0.876379966518585
"GALACTUROCAT.PWY..D.galacturonate.degradation.I","*",0,0.26,"Environment",0.799741020054646
"BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.amino.acid.biosynthesis","*",0.01,0.29,"Environment",0.81129806500168
"PWY.5005..biotin.biosynthesis.II","*",0,0.26,"Environment",0.727401446736699
"PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I","*",0.01,0.28,"Environment",0.815760920273426
"PWY.6630..superpathway.of.L.tyrosine.biosynthesis","*",0,0.26,"Environment",0.845045256795698
"PWY.5840..superpathway.of.menaquinol.7.biosynthesis","*",0,0.25,"Environment",0.847202760255793
"PWY.6609..adenine.and.adenosine.salvage.III","*",0,0.26,"Environment",0.829650816321913
"PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I","*",0.01,0.3,"Environment",0.826172923472114
"PPGPPMET.PWY..ppGpp.biosynthesis","*",0,0.26,"Environment",0.774076264107713
"PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II","*",0.02,0.3,"Environment",0.823753929587083
"PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis","*",0.02,0.3,"Environment",0.823753929587083
"POLYAMINSYN3.PWY..superpathway.of.polyamine.biosynthesis.II","*",0,0.27,"Environment",0.67388546928202
"GALACTARDEG.PWY..D.galactarate.degradation.I","*",0,0.26,"Environment",0.811410019364537
"GLUCARGALACTSUPER.PWY..superpathway.of.D.glucarate.and.D.galactarate.degradation","*",0,0.26,"Environment",0.811410019364537
"PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis","*",0,0.27,"Environment",0.826431798544025
"PWY.5104..L.isoleucine.biosynthesis.IV","*",0,0.28,"Environment",0.791991168137643
"PWY.6700..queuosine.biosynthesis","*",0,0.26,"Environment",0.822937363419943
"PWY.6317..galactose.degradation.I..Leloir.pathway.","*",0,0.27,"Environment",0.836835827147175
"ORNDEG.PWY..superpathway.of.ornithine.degradation","*",0,0.27,"Environment",0.830248108037303
"PWY.6545..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.III","*",0.01,0.28,"Environment",0.810908151720508
"PWY.6897..thiamin.salvage.II","*",0,0.3,"Environment",0.797274228102471
"ORNARGDEG.PWY..superpathway.of.L.arginine.and.L.ornithine.degradation","*",0,0.28,"Environment",0.833357338138542
"ARGDEG.PWY..superpathway.of.L.arginine..putrescine..and.4.aminobutanoate.degradation","*",0,0.28,"Environment",0.833357338138542
"PWY.5659..GDP.mannose.biosynthesis","*",0,0.27,"Environment",0.796516794382966
"PWY.5686..UMP.biosynthesis","*",0,0.28,"Environment",0.819579869952123
"PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis","*",0,0.28,"Environment",0.814441157219043
"NONMEVIPP.PWY..methylerythritol.phosphate.pathway.I","*",0,0.28,"Environment",0.814900094469631
"PWY.5100..pyruvate.fermentation.to.acetate.and.lactate.II","*",0,0.29,"Environment",0.761695855318605
"PHOSLIPSYN.PWY..superpathway.of.phospholipid.biosynthesis.I..bacteria.","*",0.01,0.27,"Environment",0.79386800945966
"PWY0.1479..tRNA.processing","*",0,0.29,"Environment",0.704159361597912
"PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing.","*",0.02,0.29,"Environment",0.81834845108028
"GLCMANNANAUT.PWY..superpathway.of.N.acetylglucosamine..N.acetylmannosamine.and.N.acetylneuraminate.degradation","*",0,0.28,"Environment",0.777832631628151
"PWY.7446..sulfoglycolysis","*",0.01,0.28,"Environment",0.787328639552911
"PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing.","*",0,0.27,"Environment",0.814632415660543
"GALACT.GLUCUROCAT.PWY..superpathway.of.hexuronide.and.hexuronate.degradation","*",0.02,0.3,"Environment",0.765219357361036
"PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing.","*",0.02,0.29,"Environment",0.809914400503827
"PWY.2942..L.lysine.biosynthesis.III","*",0,0.28,"Environment",0.815613826200493
"PWY.6151..S.adenosyl.L.methionine.cycle.I","*",0.02,0.28,"Environment",0.8040781116706
"PWY0.1415..superpathway.of.heme.biosynthesis.from.uroporphyrinogen.III","*",0.01,0.28,"Environment",0.85073889268196
"GLUCUROCAT.PWY..superpathway.of..beta..D.glucuronide.and.D.glucuronate.degradation","*",0,0.31,"Environment",0.757705978598185
"UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I","*",0.02,0.27,"Environment",0.785935793972544
"PWY.5188..tetrapyrrole.biosynthesis.I..from.glutamate.","*",0,0.29,"Environment",0.79112044542887
"PWY.5097..L.lysine.biosynthesis.VI","*",0,1,"Environment",0.809393094835844
"PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II","*",0,0.29,"Environment",0.806046917324759
"HISTSYN.PWY..L.histidine.biosynthesis","*",0.04,0.31,"Environment",0.79746830304012
"HEMESYN2.PWY..heme.biosynthesis.II..anaerobic.","*",0.01,0.3,"Environment",0.786907855044589
"P108.PWY..pyruvate.fermentation.to.propanoate.I","*",0.01,0.3,"Environment",0.823572015714834
"PWY.7229..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.I","*",0.02,0.29,"Environment",0.785759322465209
"PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation.","*",0.08,0.34,"Environment",0.771203710738222
"PWY.7111..pyruvate.fermentation.to.isobutanol..engineered.","*",0.03,0.3,"Environment",0.776351956582471
"PWY.6123..inosine.5..phosphate.biosynthesis.I","*",0.03,0.3,"Environment",0.786878651349571
"PWY66.422..D.galactose.degradation.V..Leloir.pathway.","*",0.01,0.3,"Environment",0.805161263263932
"PWY.5505..L.glutamate.and.L.glutamine.biosynthesis","*",0.03,0.29,"Environment",0.678404046983309
"PWY.6126..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.II","*",0.03,0.3,"Environment",0.778151831121838
"PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation","*",0,0.31,"Environment",0.735032413408028
"PWY4FS.8..phosphatidylglycerol.biosynthesis.II..non.plastidic.","*",0,0.32,"Environment",0.798640697480761
"PWY4FS.7..phosphatidylglycerol.biosynthesis.I..plastidic.","*",0,0.33,"Environment",0.7986061215146
"PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation","*",0.03,0.3,"Environment",0.806312646257516
"PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II","*",0.03,0.3,"Environment",0.772892162865449
"PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II","*",0.03,0.3,"Environment",0.772892162865449
"PWY0.162..superpathway.of.pyrimidine.ribonucleotides.de.novo.biosynthesis","*",0.03,0.3,"Environment",0.763380387726281
"VALSYN.PWY..L.valine.biosynthesis","*",0,0.31,"Environment",0.771869769060258
"ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine.","*",0,0.31,"Environment",0.771869769060258
"PWY.5177..glutaryl.CoA.degradation","*",0.03,0.31,"Environment",0.747110000366808
"OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli.","*",0.04,0.3,"Environment",0.770127281971556
"PWY0.166..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis..E..coli.","*",0.04,0.31,"Environment",0.765580363683676
"PWY.7184..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.I","*",0.05,0.32,"Environment",0.764115446353144
"PWY.7208..superpathway.of.pyrimidine.nucleobases.salvage","*",0.05,0.32,"Environment",0.756473118551892
"PWY_GLYCOLYSIS..glycolysis.I..from.glucose.6.phosphate.","*",0.04,0.32,"Environment",0.756294253137758
"PWY.6125..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.II","*",0.05,0.32,"Environment",0.758220603883174
"PWY.5484..glycolysis.II..from.fructose.6.phosphate.","*",0.04,0.32,"Environment",0.755855545786953
"PWY.7197..pyrimidine.deoxyribonucleotide.phosphorylation","*",0.03,0.29,"Environment",0.748677906101985
"PWY.7228..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.I","*",0.05,0.32,"Environment",0.749434668495166
"PWY.5973..cis.vaccenate.biosynthesis","*",0.03,0.33,"Environment",0.764025473712387
"COBALSYN.PWY..adenosylcobalamin.salvage.from.cobinamide.I","*",0.05,0.33,"Environment",0.748767679648255
"PWY.621..sucrose.degradation.III..sucrose.invertase.","*",0.05,0.34,"Environment",0.743995573998969
"PWY.7663..gondoate.biosynthesis..anaerobic.","*",0.04,0.34,"Environment",0.755932152702618
"RHAMCAT.PWY..L.rhamnose.degradation.I","*",0.05,0.35,"Environment",0.75825525905212
"ANAEROFRUCAT.PWY..homolactic.fermentation","*",0.06,0.35,"Environment",0.761620760610539
"PWY.5667..CDP.diacylglycerol.biosynthesis.I","*",0.07,0.34,"Environment",0.766741830347128
"PWY0.1319..CDP.diacylglycerol.biosynthesis.II","*",0.07,0.34,"Environment",0.76668418581246
"PANTO.PWY..phosphopantothenate.biosynthesis.I","*",0.07,0.34,"Environment",0.752951242018509
"PWY.6703..preQ0.biosynthesis","**",0.08,0.35,"Environment",0.744881902167192
"PWY.5101..L.isoleucine.biosynthesis.II","**",0.09,0.36,"Environment",0.662486744309909
"X1CMET2.PWY..N10.formyl.tetrahydrofolate.biosynthesis","**",0.08,0.39,"Environment",0.698778323963263
"NAGLIPASYN.PWY..lipid.IVA.biosynthesis","**",0.14,0.39,"Environment",0.685812833995922
"PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I","**",0.11,0.41,"Environment",0.623050117650089
"PWY0.845..superpathway.of.pyridoxal.5..phosphate.biosynthesis.and.salvage","**",0.14,0.4,"Environment",0.622842905852678
